,NETWORKNAME,CONVNAME,BATCHSIZE,INPUT_CHANNEL,INPUT_SIZE,OUTPUT_CHANNEL,KERNEL_SIZE,STRIDE,PADDING,OUTPUT_SIZE,256x64_TILE_NUMS,256x96_TILE_NUMS,192x64_TILE_NUMS,384x64_TILE_NUMS,256x64_FAKE_AP_USAGE,256x64_REAL_AP_USAGE,256x96_FAKE_AP_USAGE,256x96_REAL_AP_USAGE,192x64_FAKE_AP_USAGE,192x64_REAL_AP_USAGE,384x64_FAKE_AP_USAGE,384x64_REAL_AP_USAGE
0,resnet50,Conv2d-1,64,3,224x224,64,7x7,"(2, 2)","(1, 1)",112x112,"(3136, 1)","(3136, 1)","(4182, 1)","(2091, 1)",14.518518518518519,14.518518518518519,14.518518518518519,9.679012345679013,19.36111111111111,19.358024691358022,9.680555555555555,9.679012345679011
1,resnet50,Conv2d-2,64,64,56x56,64,1x1,"(1, 1)","(1, 1)",56x56,"(784, 1)","(784, 1)","(1046, 1)","(523, 1)",3.6296296296296298,3.6296296296296298,3.6296296296296298,2.419753086419753,4.842592592592593,4.8395061728395055,2.4212962962962963,2.4197530864197527
2,resnet50,Conv2d-3,64,64,56x56,64,3x3,"(1, 1)","(1, 1)",56x56,"(784, 1)","(784, 1)","(1046, 1)","(523, 1)",3.6296296296296298,3.6296296296296298,3.6296296296296298,2.419753086419753,4.842592592592593,4.8395061728395055,2.4212962962962963,2.4197530864197527
3,resnet50,Conv2d-4,64,64,56x56,256,1x1,"(1, 1)","(1, 1)",56x56,"(784, 4)","(784, 3)","(1046, 4)","(523, 4)",14.518518518518519,14.518518518518519,10.88888888888889,9.679012345679013,19.37037037037037,19.358024691358022,9.685185185185185,9.679012345679011
4,resnet50,Conv2d-5,64,64,56x56,256,1x1,"(1, 1)","(1, 1)",56x56,"(784, 4)","(784, 3)","(1046, 4)","(523, 4)",14.518518518518519,14.518518518518519,10.88888888888889,9.679012345679013,19.37037037037037,19.358024691358022,9.685185185185185,9.679012345679011
5,resnet50,Conv2d-6,64,256,56x56,64,1x1,"(1, 1)","(1, 1)",56x56,"(784, 1)","(784, 1)","(1046, 1)","(523, 1)",3.6296296296296298,3.6296296296296298,3.6296296296296298,2.419753086419753,4.842592592592593,4.8395061728395055,2.4212962962962963,2.4197530864197527
6,resnet50,Conv2d-7,64,64,56x56,64,3x3,"(1, 1)","(1, 1)",56x56,"(784, 1)","(784, 1)","(1046, 1)","(523, 1)",3.6296296296296298,3.6296296296296298,3.6296296296296298,2.419753086419753,4.842592592592593,4.8395061728395055,2.4212962962962963,2.4197530864197527
7,resnet50,Conv2d-8,64,64,56x56,256,1x1,"(1, 1)","(1, 1)",56x56,"(784, 4)","(784, 3)","(1046, 4)","(523, 4)",14.518518518518519,14.518518518518519,10.88888888888889,9.679012345679013,19.37037037037037,19.358024691358022,9.685185185185185,9.679012345679011
8,resnet50,Conv2d-9,64,256,56x56,64,1x1,"(1, 1)","(1, 1)",56x56,"(784, 1)","(784, 1)","(1046, 1)","(523, 1)",3.6296296296296298,3.6296296296296298,3.6296296296296298,2.419753086419753,4.842592592592593,4.8395061728395055,2.4212962962962963,2.4197530864197527
9,resnet50,Conv2d-10,64,64,56x56,64,3x3,"(1, 1)","(1, 1)",56x56,"(784, 1)","(784, 1)","(1046, 1)","(523, 1)",3.6296296296296298,3.6296296296296298,3.6296296296296298,2.419753086419753,4.842592592592593,4.8395061728395055,2.4212962962962963,2.4197530864197527
10,resnet50,Conv2d-11,64,64,56x56,256,1x1,"(1, 1)","(1, 1)",56x56,"(784, 4)","(784, 3)","(1046, 4)","(523, 4)",14.518518518518519,14.518518518518519,10.88888888888889,9.679012345679013,19.37037037037037,19.358024691358022,9.685185185185185,9.679012345679011
11,resnet50,Conv2d-12,64,256,56x56,128,1x1,"(1, 1)","(1, 1)",56x56,"(784, 2)","(784, 2)","(1046, 2)","(523, 2)",7.2592592592592595,7.2592592592592595,7.2592592592592595,4.839506172839506,9.685185185185185,9.679012345679011,4.842592592592593,4.8395061728395055
12,resnet50,Conv2d-13,64,128,56x56,128,3x3,"(2, 2)","(1, 1)",28x28,"(196, 2)","(196, 2)","(262, 2)","(131, 2)",1.8148148148148149,1.8148148148148149,1.8148148148148149,1.2098765432098766,2.425925925925926,2.419753086419753,1.212962962962963,1.2098765432098766
13,resnet50,Conv2d-14,64,128,28x28,512,1x1,"(1, 1)","(1, 1)",28x28,"(196, 8)","(196, 6)","(262, 8)","(131, 8)",7.2592592592592595,7.2592592592592595,5.444444444444445,4.839506172839506,9.703703703703704,9.679012345679013,4.851851851851852,4.839506172839506
14,resnet50,Conv2d-15,64,256,56x56,512,1x1,"(2, 2)","(1, 1)",28x28,"(196, 8)","(196, 6)","(262, 8)","(131, 8)",7.2592592592592595,7.2592592592592595,5.444444444444445,4.839506172839506,9.703703703703704,9.679012345679013,4.851851851851852,4.839506172839506
15,resnet50,Conv2d-16,64,512,28x28,128,1x1,"(1, 1)","(1, 1)",28x28,"(196, 2)","(196, 2)","(262, 2)","(131, 2)",1.8148148148148149,1.8148148148148149,1.8148148148148149,1.2098765432098766,2.425925925925926,2.419753086419753,1.212962962962963,1.2098765432098766
16,resnet50,Conv2d-17,64,128,28x28,128,3x3,"(1, 1)","(1, 1)",28x28,"(196, 2)","(196, 2)","(262, 2)","(131, 2)",1.8148148148148149,1.8148148148148149,1.8148148148148149,1.2098765432098766,2.425925925925926,2.419753086419753,1.212962962962963,1.2098765432098766
17,resnet50,Conv2d-18,64,128,28x28,512,1x1,"(1, 1)","(1, 1)",28x28,"(196, 8)","(196, 6)","(262, 8)","(131, 8)",7.2592592592592595,7.2592592592592595,5.444444444444445,4.839506172839506,9.703703703703704,9.679012345679013,4.851851851851852,4.839506172839506
18,resnet50,Conv2d-19,64,512,28x28,128,1x1,"(1, 1)","(1, 1)",28x28,"(196, 2)","(196, 2)","(262, 2)","(131, 2)",1.8148148148148149,1.8148148148148149,1.8148148148148149,1.2098765432098766,2.425925925925926,2.419753086419753,1.212962962962963,1.2098765432098766
19,resnet50,Conv2d-20,64,128,28x28,128,3x3,"(1, 1)","(1, 1)",28x28,"(196, 2)","(196, 2)","(262, 2)","(131, 2)",1.8148148148148149,1.8148148148148149,1.8148148148148149,1.2098765432098766,2.425925925925926,2.419753086419753,1.212962962962963,1.2098765432098766
20,resnet50,Conv2d-21,64,128,28x28,512,1x1,"(1, 1)","(1, 1)",28x28,"(196, 8)","(196, 6)","(262, 8)","(131, 8)",7.2592592592592595,7.2592592592592595,5.444444444444445,4.839506172839506,9.703703703703704,9.679012345679013,4.851851851851852,4.839506172839506
21,resnet50,Conv2d-22,64,512,28x28,128,1x1,"(1, 1)","(1, 1)",28x28,"(196, 2)","(196, 2)","(262, 2)","(131, 2)",1.8148148148148149,1.8148148148148149,1.8148148148148149,1.2098765432098766,2.425925925925926,2.419753086419753,1.212962962962963,1.2098765432098766
22,resnet50,Conv2d-23,64,128,28x28,128,3x3,"(1, 1)","(1, 1)",28x28,"(196, 2)","(196, 2)","(262, 2)","(131, 2)",1.8148148148148149,1.8148148148148149,1.8148148148148149,1.2098765432098766,2.425925925925926,2.419753086419753,1.212962962962963,1.2098765432098766
23,resnet50,Conv2d-24,64,128,28x28,512,1x1,"(1, 1)","(1, 1)",28x28,"(196, 8)","(196, 6)","(262, 8)","(131, 8)",7.2592592592592595,7.2592592592592595,5.444444444444445,4.839506172839506,9.703703703703704,9.679012345679013,4.851851851851852,4.839506172839506
24,resnet50,Conv2d-25,64,512,28x28,256,1x1,"(1, 1)","(1, 1)",28x28,"(196, 4)","(196, 3)","(262, 4)","(131, 4)",3.6296296296296298,3.6296296296296298,2.7222222222222223,2.419753086419753,4.851851851851852,4.839506172839506,2.425925925925926,2.419753086419753
25,resnet50,Conv2d-26,64,256,28x28,256,3x3,"(2, 2)","(1, 1)",14x14,"(49, 4)","(49, 3)","(66, 4)","(33, 4)",0.9074074074074074,0.9074074074074074,0.6805555555555556,0.6049382716049383,1.2222222222222223,1.2098765432098766,0.6111111111111112,0.6049382716049383
26,resnet50,Conv2d-27,64,256,14x14,1024,1x1,"(1, 1)","(1, 1)",14x14,"(49, 16)","(49, 11)","(66, 16)","(33, 16)",3.6296296296296298,3.6296296296296298,2.4953703703703702,2.4197530864197527,4.888888888888889,4.839506172839506,2.4444444444444446,2.419753086419753
27,resnet50,Conv2d-28,64,512,28x28,1024,1x1,"(2, 2)","(1, 1)",14x14,"(49, 16)","(49, 11)","(66, 16)","(33, 16)",3.6296296296296298,3.6296296296296298,2.4953703703703702,2.4197530864197527,4.888888888888889,4.839506172839506,2.4444444444444446,2.419753086419753
28,resnet50,Conv2d-29,64,1024,14x14,256,1x1,"(1, 1)","(1, 1)",14x14,"(49, 4)","(49, 3)","(66, 4)","(33, 4)",0.9074074074074074,0.9074074074074074,0.6805555555555556,0.6049382716049383,1.2222222222222223,1.2098765432098766,0.6111111111111112,0.6049382716049383
29,resnet50,Conv2d-30,64,256,14x14,256,3x3,"(1, 1)","(1, 1)",14x14,"(49, 4)","(49, 3)","(66, 4)","(33, 4)",0.9074074074074074,0.9074074074074074,0.6805555555555556,0.6049382716049383,1.2222222222222223,1.2098765432098766,0.6111111111111112,0.6049382716049383
30,resnet50,Conv2d-31,64,256,14x14,1024,1x1,"(1, 1)","(1, 1)",14x14,"(49, 16)","(49, 11)","(66, 16)","(33, 16)",3.6296296296296298,3.6296296296296298,2.4953703703703702,2.4197530864197527,4.888888888888889,4.839506172839506,2.4444444444444446,2.419753086419753
31,resnet50,Conv2d-32,64,1024,14x14,256,1x1,"(1, 1)","(1, 1)",14x14,"(49, 4)","(49, 3)","(66, 4)","(33, 4)",0.9074074074074074,0.9074074074074074,0.6805555555555556,0.6049382716049383,1.2222222222222223,1.2098765432098766,0.6111111111111112,0.6049382716049383
32,resnet50,Conv2d-33,64,256,14x14,256,3x3,"(1, 1)","(1, 1)",14x14,"(49, 4)","(49, 3)","(66, 4)","(33, 4)",0.9074074074074074,0.9074074074074074,0.6805555555555556,0.6049382716049383,1.2222222222222223,1.2098765432098766,0.6111111111111112,0.6049382716049383
33,resnet50,Conv2d-34,64,256,14x14,1024,1x1,"(1, 1)","(1, 1)",14x14,"(49, 16)","(49, 11)","(66, 16)","(33, 16)",3.6296296296296298,3.6296296296296298,2.4953703703703702,2.4197530864197527,4.888888888888889,4.839506172839506,2.4444444444444446,2.419753086419753
34,resnet50,Conv2d-35,64,1024,14x14,256,1x1,"(1, 1)","(1, 1)",14x14,"(49, 4)","(49, 3)","(66, 4)","(33, 4)",0.9074074074074074,0.9074074074074074,0.6805555555555556,0.6049382716049383,1.2222222222222223,1.2098765432098766,0.6111111111111112,0.6049382716049383
35,resnet50,Conv2d-36,64,256,14x14,256,3x3,"(1, 1)","(1, 1)",14x14,"(49, 4)","(49, 3)","(66, 4)","(33, 4)",0.9074074074074074,0.9074074074074074,0.6805555555555556,0.6049382716049383,1.2222222222222223,1.2098765432098766,0.6111111111111112,0.6049382716049383
36,resnet50,Conv2d-37,64,256,14x14,1024,1x1,"(1, 1)","(1, 1)",14x14,"(49, 16)","(49, 11)","(66, 16)","(33, 16)",3.6296296296296298,3.6296296296296298,2.4953703703703702,2.4197530864197527,4.888888888888889,4.839506172839506,2.4444444444444446,2.419753086419753
37,resnet50,Conv2d-38,64,1024,14x14,256,1x1,"(1, 1)","(1, 1)",14x14,"(49, 4)","(49, 3)","(66, 4)","(33, 4)",0.9074074074074074,0.9074074074074074,0.6805555555555556,0.6049382716049383,1.2222222222222223,1.2098765432098766,0.6111111111111112,0.6049382716049383
38,resnet50,Conv2d-39,64,256,14x14,256,3x3,"(1, 1)","(1, 1)",14x14,"(49, 4)","(49, 3)","(66, 4)","(33, 4)",0.9074074074074074,0.9074074074074074,0.6805555555555556,0.6049382716049383,1.2222222222222223,1.2098765432098766,0.6111111111111112,0.6049382716049383
39,resnet50,Conv2d-40,64,256,14x14,1024,1x1,"(1, 1)","(1, 1)",14x14,"(49, 16)","(49, 11)","(66, 16)","(33, 16)",3.6296296296296298,3.6296296296296298,2.4953703703703702,2.4197530864197527,4.888888888888889,4.839506172839506,2.4444444444444446,2.419753086419753
40,resnet50,Conv2d-41,64,1024,14x14,256,1x1,"(1, 1)","(1, 1)",14x14,"(49, 4)","(49, 3)","(66, 4)","(33, 4)",0.9074074074074074,0.9074074074074074,0.6805555555555556,0.6049382716049383,1.2222222222222223,1.2098765432098766,0.6111111111111112,0.6049382716049383
41,resnet50,Conv2d-42,64,256,14x14,256,3x3,"(1, 1)","(1, 1)",14x14,"(49, 4)","(49, 3)","(66, 4)","(33, 4)",0.9074074074074074,0.9074074074074074,0.6805555555555556,0.6049382716049383,1.2222222222222223,1.2098765432098766,0.6111111111111112,0.6049382716049383
42,resnet50,Conv2d-43,64,256,14x14,1024,1x1,"(1, 1)","(1, 1)",14x14,"(49, 16)","(49, 11)","(66, 16)","(33, 16)",3.6296296296296298,3.6296296296296298,2.4953703703703702,2.4197530864197527,4.888888888888889,4.839506172839506,2.4444444444444446,2.419753086419753
43,resnet50,Conv2d-44,64,1024,14x14,512,1x1,"(1, 1)","(1, 1)",14x14,"(49, 8)","(49, 6)","(66, 8)","(33, 8)",1.8148148148148149,1.8148148148148149,1.3611111111111112,1.2098765432098766,2.4444444444444446,2.419753086419753,1.2222222222222223,1.2098765432098766
44,resnet50,Conv2d-45,64,512,14x14,512,3x3,"(2, 2)","(1, 1)",7x7,"(13, 8)","(13, 6)","(17, 8)","(9, 8)",0.48148148148148145,0.45370370370370366,0.3611111111111111,0.3024691358024691,0.6296296296296297,0.6049382716049383,0.3333333333333333,0.3024691358024691
45,resnet50,Conv2d-46,64,512,7x7,2048,1x1,"(1, 1)","(1, 1)",7x7,"(13, 32)","(13, 22)","(17, 32)","(9, 32)",1.9259259259259258,1.8148148148148147,1.3240740740740742,1.2098765432098766,2.5185185185185186,2.419753086419753,1.3333333333333333,1.2098765432098764
46,resnet50,Conv2d-47,64,1024,14x14,2048,1x1,"(2, 2)","(1, 1)",7x7,"(13, 32)","(13, 22)","(17, 32)","(9, 32)",1.9259259259259258,1.8148148148148147,1.3240740740740742,1.2098765432098766,2.5185185185185186,2.419753086419753,1.3333333333333333,1.2098765432098764
47,resnet50,Conv2d-48,64,2048,7x7,512,1x1,"(1, 1)","(1, 1)",7x7,"(13, 8)","(13, 6)","(17, 8)","(9, 8)",0.48148148148148145,0.45370370370370366,0.3611111111111111,0.3024691358024691,0.6296296296296297,0.6049382716049383,0.3333333333333333,0.3024691358024691
48,resnet50,Conv2d-49,64,512,7x7,512,3x3,"(1, 1)","(1, 1)",7x7,"(13, 8)","(13, 6)","(17, 8)","(9, 8)",0.48148148148148145,0.45370370370370366,0.3611111111111111,0.3024691358024691,0.6296296296296297,0.6049382716049383,0.3333333333333333,0.3024691358024691
49,resnet50,Conv2d-50,64,512,7x7,2048,1x1,"(1, 1)","(1, 1)",7x7,"(13, 32)","(13, 22)","(17, 32)","(9, 32)",1.9259259259259258,1.8148148148148147,1.3240740740740742,1.2098765432098766,2.5185185185185186,2.419753086419753,1.3333333333333333,1.2098765432098764
50,resnet50,Conv2d-51,64,2048,7x7,512,1x1,"(1, 1)","(1, 1)",7x7,"(13, 8)","(13, 6)","(17, 8)","(9, 8)",0.48148148148148145,0.45370370370370366,0.3611111111111111,0.3024691358024691,0.6296296296296297,0.6049382716049383,0.3333333333333333,0.3024691358024691
51,resnet50,Conv2d-52,64,512,7x7,512,3x3,"(1, 1)","(1, 1)",7x7,"(13, 8)","(13, 6)","(17, 8)","(9, 8)",0.48148148148148145,0.45370370370370366,0.3611111111111111,0.3024691358024691,0.6296296296296297,0.6049382716049383,0.3333333333333333,0.3024691358024691
52,resnet50,Conv2d-53,64,512,7x7,2048,1x1,"(1, 1)","(1, 1)",7x7,"(13, 32)","(13, 22)","(17, 32)","(9, 32)",1.9259259259259258,1.8148148148148147,1.3240740740740742,1.2098765432098766,2.5185185185185186,2.419753086419753,1.3333333333333333,1.2098765432098764
53,resnet50,Conv2d-1,128,3,224x224,64,7x7,"(2, 2)","(1, 1)",112x112,"(6272, 1)","(6272, 1)","(8363, 1)","(4182, 1)",29.037037037037038,29.037037037037038,29.037037037037038,19.358024691358025,38.717592592592595,38.71604938271605,19.36111111111111,19.358024691358022
54,resnet50,Conv2d-2,128,64,56x56,64,1x1,"(1, 1)","(1, 1)",56x56,"(1568, 1)","(1568, 1)","(2091, 1)","(1046, 1)",7.2592592592592595,7.2592592592592595,7.2592592592592595,4.839506172839506,9.680555555555555,9.679012345679011,4.842592592592593,4.8395061728395055
55,resnet50,Conv2d-3,128,64,56x56,64,3x3,"(1, 1)","(1, 1)",56x56,"(1568, 1)","(1568, 1)","(2091, 1)","(1046, 1)",7.2592592592592595,7.2592592592592595,7.2592592592592595,4.839506172839506,9.680555555555555,9.679012345679011,4.842592592592593,4.8395061728395055
56,resnet50,Conv2d-4,128,64,56x56,256,1x1,"(1, 1)","(1, 1)",56x56,"(1568, 4)","(1568, 3)","(2091, 4)","(1046, 4)",29.037037037037038,29.037037037037038,21.77777777777778,19.358024691358025,38.72222222222222,38.716049382716044,19.37037037037037,19.358024691358022
57,resnet50,Conv2d-5,128,64,56x56,256,1x1,"(1, 1)","(1, 1)",56x56,"(1568, 4)","(1568, 3)","(2091, 4)","(1046, 4)",29.037037037037038,29.037037037037038,21.77777777777778,19.358024691358025,38.72222222222222,38.716049382716044,19.37037037037037,19.358024691358022
58,resnet50,Conv2d-6,128,256,56x56,64,1x1,"(1, 1)","(1, 1)",56x56,"(1568, 1)","(1568, 1)","(2091, 1)","(1046, 1)",7.2592592592592595,7.2592592592592595,7.2592592592592595,4.839506172839506,9.680555555555555,9.679012345679011,4.842592592592593,4.8395061728395055
59,resnet50,Conv2d-7,128,64,56x56,64,3x3,"(1, 1)","(1, 1)",56x56,"(1568, 1)","(1568, 1)","(2091, 1)","(1046, 1)",7.2592592592592595,7.2592592592592595,7.2592592592592595,4.839506172839506,9.680555555555555,9.679012345679011,4.842592592592593,4.8395061728395055
60,resnet50,Conv2d-8,128,64,56x56,256,1x1,"(1, 1)","(1, 1)",56x56,"(1568, 4)","(1568, 3)","(2091, 4)","(1046, 4)",29.037037037037038,29.037037037037038,21.77777777777778,19.358024691358025,38.72222222222222,38.716049382716044,19.37037037037037,19.358024691358022
61,resnet50,Conv2d-9,128,256,56x56,64,1x1,"(1, 1)","(1, 1)",56x56,"(1568, 1)","(1568, 1)","(2091, 1)","(1046, 1)",7.2592592592592595,7.2592592592592595,7.2592592592592595,4.839506172839506,9.680555555555555,9.679012345679011,4.842592592592593,4.8395061728395055
62,resnet50,Conv2d-10,128,64,56x56,64,3x3,"(1, 1)","(1, 1)",56x56,"(1568, 1)","(1568, 1)","(2091, 1)","(1046, 1)",7.2592592592592595,7.2592592592592595,7.2592592592592595,4.839506172839506,9.680555555555555,9.679012345679011,4.842592592592593,4.8395061728395055
63,resnet50,Conv2d-11,128,64,56x56,256,1x1,"(1, 1)","(1, 1)",56x56,"(1568, 4)","(1568, 3)","(2091, 4)","(1046, 4)",29.037037037037038,29.037037037037038,21.77777777777778,19.358024691358025,38.72222222222222,38.716049382716044,19.37037037037037,19.358024691358022
64,resnet50,Conv2d-12,128,256,56x56,128,1x1,"(1, 1)","(1, 1)",56x56,"(1568, 2)","(1568, 2)","(2091, 2)","(1046, 2)",14.518518518518519,14.518518518518519,14.518518518518519,9.679012345679013,19.36111111111111,19.358024691358022,9.685185185185185,9.679012345679011
65,resnet50,Conv2d-13,128,128,56x56,128,3x3,"(2, 2)","(1, 1)",28x28,"(392, 2)","(392, 2)","(523, 2)","(262, 2)",3.6296296296296298,3.6296296296296298,3.6296296296296298,2.419753086419753,4.842592592592593,4.8395061728395055,2.425925925925926,2.419753086419753
66,resnet50,Conv2d-14,128,128,28x28,512,1x1,"(1, 1)","(1, 1)",28x28,"(392, 8)","(392, 6)","(523, 8)","(262, 8)",14.518518518518519,14.518518518518519,10.88888888888889,9.679012345679013,19.37037037037037,19.358024691358022,9.703703703703704,9.679012345679013
67,resnet50,Conv2d-15,128,256,56x56,512,1x1,"(2, 2)","(1, 1)",28x28,"(392, 8)","(392, 6)","(523, 8)","(262, 8)",14.518518518518519,14.518518518518519,10.88888888888889,9.679012345679013,19.37037037037037,19.358024691358022,9.703703703703704,9.679012345679013
68,resnet50,Conv2d-16,128,512,28x28,128,1x1,"(1, 1)","(1, 1)",28x28,"(392, 2)","(392, 2)","(523, 2)","(262, 2)",3.6296296296296298,3.6296296296296298,3.6296296296296298,2.419753086419753,4.842592592592593,4.8395061728395055,2.425925925925926,2.419753086419753
69,resnet50,Conv2d-17,128,128,28x28,128,3x3,"(1, 1)","(1, 1)",28x28,"(392, 2)","(392, 2)","(523, 2)","(262, 2)",3.6296296296296298,3.6296296296296298,3.6296296296296298,2.419753086419753,4.842592592592593,4.8395061728395055,2.425925925925926,2.419753086419753
70,resnet50,Conv2d-18,128,128,28x28,512,1x1,"(1, 1)","(1, 1)",28x28,"(392, 8)","(392, 6)","(523, 8)","(262, 8)",14.518518518518519,14.518518518518519,10.88888888888889,9.679012345679013,19.37037037037037,19.358024691358022,9.703703703703704,9.679012345679013
71,resnet50,Conv2d-19,128,512,28x28,128,1x1,"(1, 1)","(1, 1)",28x28,"(392, 2)","(392, 2)","(523, 2)","(262, 2)",3.6296296296296298,3.6296296296296298,3.6296296296296298,2.419753086419753,4.842592592592593,4.8395061728395055,2.425925925925926,2.419753086419753
72,resnet50,Conv2d-20,128,128,28x28,128,3x3,"(1, 1)","(1, 1)",28x28,"(392, 2)","(392, 2)","(523, 2)","(262, 2)",3.6296296296296298,3.6296296296296298,3.6296296296296298,2.419753086419753,4.842592592592593,4.8395061728395055,2.425925925925926,2.419753086419753
73,resnet50,Conv2d-21,128,128,28x28,512,1x1,"(1, 1)","(1, 1)",28x28,"(392, 8)","(392, 6)","(523, 8)","(262, 8)",14.518518518518519,14.518518518518519,10.88888888888889,9.679012345679013,19.37037037037037,19.358024691358022,9.703703703703704,9.679012345679013
74,resnet50,Conv2d-22,128,512,28x28,128,1x1,"(1, 1)","(1, 1)",28x28,"(392, 2)","(392, 2)","(523, 2)","(262, 2)",3.6296296296296298,3.6296296296296298,3.6296296296296298,2.419753086419753,4.842592592592593,4.8395061728395055,2.425925925925926,2.419753086419753
75,resnet50,Conv2d-23,128,128,28x28,128,3x3,"(1, 1)","(1, 1)",28x28,"(392, 2)","(392, 2)","(523, 2)","(262, 2)",3.6296296296296298,3.6296296296296298,3.6296296296296298,2.419753086419753,4.842592592592593,4.8395061728395055,2.425925925925926,2.419753086419753
76,resnet50,Conv2d-24,128,128,28x28,512,1x1,"(1, 1)","(1, 1)",28x28,"(392, 8)","(392, 6)","(523, 8)","(262, 8)",14.518518518518519,14.518518518518519,10.88888888888889,9.679012345679013,19.37037037037037,19.358024691358022,9.703703703703704,9.679012345679013
77,resnet50,Conv2d-25,128,512,28x28,256,1x1,"(1, 1)","(1, 1)",28x28,"(392, 4)","(392, 3)","(523, 4)","(262, 4)",7.2592592592592595,7.2592592592592595,5.444444444444445,4.839506172839506,9.685185185185185,9.679012345679011,4.851851851851852,4.839506172839506
78,resnet50,Conv2d-26,128,256,28x28,256,3x3,"(2, 2)","(1, 1)",14x14,"(98, 4)","(98, 3)","(131, 4)","(66, 4)",1.8148148148148149,1.8148148148148149,1.3611111111111112,1.2098765432098766,2.425925925925926,2.419753086419753,1.2222222222222223,1.2098765432098766
79,resnet50,Conv2d-27,128,256,14x14,1024,1x1,"(1, 1)","(1, 1)",14x14,"(98, 16)","(98, 11)","(131, 16)","(66, 16)",7.2592592592592595,7.2592592592592595,4.9907407407407405,4.8395061728395055,9.703703703703704,9.679012345679013,4.888888888888889,4.839506172839506
80,resnet50,Conv2d-28,128,512,28x28,1024,1x1,"(2, 2)","(1, 1)",14x14,"(98, 16)","(98, 11)","(131, 16)","(66, 16)",7.2592592592592595,7.2592592592592595,4.9907407407407405,4.8395061728395055,9.703703703703704,9.679012345679013,4.888888888888889,4.839506172839506
81,resnet50,Conv2d-29,128,1024,14x14,256,1x1,"(1, 1)","(1, 1)",14x14,"(98, 4)","(98, 3)","(131, 4)","(66, 4)",1.8148148148148149,1.8148148148148149,1.3611111111111112,1.2098765432098766,2.425925925925926,2.419753086419753,1.2222222222222223,1.2098765432098766
82,resnet50,Conv2d-30,128,256,14x14,256,3x3,"(1, 1)","(1, 1)",14x14,"(98, 4)","(98, 3)","(131, 4)","(66, 4)",1.8148148148148149,1.8148148148148149,1.3611111111111112,1.2098765432098766,2.425925925925926,2.419753086419753,1.2222222222222223,1.2098765432098766
83,resnet50,Conv2d-31,128,256,14x14,1024,1x1,"(1, 1)","(1, 1)",14x14,"(98, 16)","(98, 11)","(131, 16)","(66, 16)",7.2592592592592595,7.2592592592592595,4.9907407407407405,4.8395061728395055,9.703703703703704,9.679012345679013,4.888888888888889,4.839506172839506
84,resnet50,Conv2d-32,128,1024,14x14,256,1x1,"(1, 1)","(1, 1)",14x14,"(98, 4)","(98, 3)","(131, 4)","(66, 4)",1.8148148148148149,1.8148148148148149,1.3611111111111112,1.2098765432098766,2.425925925925926,2.419753086419753,1.2222222222222223,1.2098765432098766
85,resnet50,Conv2d-33,128,256,14x14,256,3x3,"(1, 1)","(1, 1)",14x14,"(98, 4)","(98, 3)","(131, 4)","(66, 4)",1.8148148148148149,1.8148148148148149,1.3611111111111112,1.2098765432098766,2.425925925925926,2.419753086419753,1.2222222222222223,1.2098765432098766
86,resnet50,Conv2d-34,128,256,14x14,1024,1x1,"(1, 1)","(1, 1)",14x14,"(98, 16)","(98, 11)","(131, 16)","(66, 16)",7.2592592592592595,7.2592592592592595,4.9907407407407405,4.8395061728395055,9.703703703703704,9.679012345679013,4.888888888888889,4.839506172839506
87,resnet50,Conv2d-35,128,1024,14x14,256,1x1,"(1, 1)","(1, 1)",14x14,"(98, 4)","(98, 3)","(131, 4)","(66, 4)",1.8148148148148149,1.8148148148148149,1.3611111111111112,1.2098765432098766,2.425925925925926,2.419753086419753,1.2222222222222223,1.2098765432098766
88,resnet50,Conv2d-36,128,256,14x14,256,3x3,"(1, 1)","(1, 1)",14x14,"(98, 4)","(98, 3)","(131, 4)","(66, 4)",1.8148148148148149,1.8148148148148149,1.3611111111111112,1.2098765432098766,2.425925925925926,2.419753086419753,1.2222222222222223,1.2098765432098766
89,resnet50,Conv2d-37,128,256,14x14,1024,1x1,"(1, 1)","(1, 1)",14x14,"(98, 16)","(98, 11)","(131, 16)","(66, 16)",7.2592592592592595,7.2592592592592595,4.9907407407407405,4.8395061728395055,9.703703703703704,9.679012345679013,4.888888888888889,4.839506172839506
90,resnet50,Conv2d-38,128,1024,14x14,256,1x1,"(1, 1)","(1, 1)",14x14,"(98, 4)","(98, 3)","(131, 4)","(66, 4)",1.8148148148148149,1.8148148148148149,1.3611111111111112,1.2098765432098766,2.425925925925926,2.419753086419753,1.2222222222222223,1.2098765432098766
91,resnet50,Conv2d-39,128,256,14x14,256,3x3,"(1, 1)","(1, 1)",14x14,"(98, 4)","(98, 3)","(131, 4)","(66, 4)",1.8148148148148149,1.8148148148148149,1.3611111111111112,1.2098765432098766,2.425925925925926,2.419753086419753,1.2222222222222223,1.2098765432098766
92,resnet50,Conv2d-40,128,256,14x14,1024,1x1,"(1, 1)","(1, 1)",14x14,"(98, 16)","(98, 11)","(131, 16)","(66, 16)",7.2592592592592595,7.2592592592592595,4.9907407407407405,4.8395061728395055,9.703703703703704,9.679012345679013,4.888888888888889,4.839506172839506
