,NETWORKNAME,CONVNAME,BATCHSIZE,INPUT_CHANNEL,INPUT_SIZE,OUTPUT_CHANNEL,KERNEL_SIZE,STRIDE,PADDING,OUTPUT_SIZE,256x64_TILE_NUMS,256x96_TILE_NUMS,192x64_TILE_NUMS,384x64_TILE_NUMS,256x64_FAKE_AP_USAGE,256x64_REAL_AP_USAGE,256x96_FAKE_AP_USAGE,256x96_REAL_AP_USAGE,192x64_FAKE_AP_USAGE,192x64_REAL_AP_USAGE,384x64_FAKE_AP_USAGE,384x64_REAL_AP_USAGE
6,resnet50,Conv2d-7_back_weights,64,64,56x56,64,56x56,"(1, 1)","(1, 1)",3x3,"(3, 1)","(3, 1)","(3, 1)","(2, 1)",0.013888888888888888,0.010416666666666666,0.013888888888888888,0.006944444444444444,0.013888888888888888,0.013888888888888888,0.009259259259259259,0.006944444444444444
7,resnet50,Conv2d-8_back_weights,64,64,56x56,256,56x56,"(1, 1)","(1, 1)",1x1,"(1, 4)","(1, 3)","(1, 4)","(1, 4)",0.018518518518518517,0.004629629629629629,0.013888888888888888,0.0030864197530864196,0.018518518518518517,0.006172839506172839,0.018518518518518517,0.0030864197530864196
8,resnet50,Conv2d-9_back_weights,256,64,56x56,64,56x56,"(1, 1)","(1, 1)",1x1,"(1, 1)","(1, 1)","(2, 1)","(1, 1)",0.004629629629629629,0.004629629629629629,0.004629629629629629,0.0030864197530864196,0.009259259259259259,0.006172839506172839,0.004629629629629629,0.0030864197530864196
9,resnet50,Conv2d-10_back_weights,64,64,56x56,64,56x56,"(1, 1)","(1, 1)",3x3,"(3, 1)","(3, 1)","(3, 1)","(2, 1)",0.013888888888888888,0.010416666666666666,0.013888888888888888,0.006944444444444444,0.013888888888888888,0.013888888888888888,0.009259259259259259,0.006944444444444444
10,resnet50,Conv2d-11_back_weights,64,64,56x56,256,56x56,"(1, 1)","(1, 1)",1x1,"(1, 4)","(1, 3)","(1, 4)","(1, 4)",0.018518518518518517,0.004629629629629629,0.013888888888888888,0.0030864197530864196,0.018518518518518517,0.006172839506172839,0.018518518518518517,0.0030864197530864196
11,resnet50,Conv2d-12_back_weights,256,64,56x56,128,56x56,"(1, 1)","(1, 1)",1x1,"(1, 2)","(1, 2)","(2, 2)","(1, 2)",0.009259259259259259,0.009259259259259259,0.009259259259259259,0.006172839506172839,0.018518518518518517,0.012345679012345678,0.009259259259259259,0.006172839506172839
12,resnet50,Conv2d-13_back_weights,128,64,56x56,128,28x28,"(1, 1)","(1, 1)",3x3,"(5, 2)","(5, 2)","(6, 2)","(3, 2)",0.046296296296296294,0.041666666666666664,0.046296296296296294,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.027777777777777776
13,resnet50,Conv2d-14_back_weights,128,64,28x28,512,28x28,"(1, 1)","(1, 1)",1x1,"(1, 8)","(1, 6)","(1, 8)","(1, 8)",0.037037037037037035,0.018518518518518517,0.027777777777777776,0.012345679012345678,0.037037037037037035,0.024691358024691357,0.037037037037037035,0.012345679012345678
14,resnet50,Conv2d-15_back_weights,256,64,56x56,512,28x28,"(1, 1)","(1, 1)",1x1,"(1, 8)","(1, 6)","(2, 8)","(1, 8)",0.037037037037037035,0.037037037037037035,0.027777777777777776,0.024691358024691357,0.07407407407407407,0.04938271604938271,0.037037037037037035,0.024691358024691357
15,resnet50,Conv2d-16_back_weights,512,64,28x28,128,28x28,"(1, 1)","(1, 1)",1x1,"(2, 2)","(2, 2)","(3, 2)","(2, 2)",0.018518518518518517,0.018518518518518517,0.018518518518518517,0.012345679012345678,0.027777777777777776,0.024691358024691357,0.018518518518518517,0.012345679012345678
16,resnet50,Conv2d-17_back_weights,128,64,28x28,128,28x28,"(1, 1)","(1, 1)",3x3,"(5, 2)","(5, 2)","(6, 2)","(3, 2)",0.046296296296296294,0.041666666666666664,0.046296296296296294,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.027777777777777776
17,resnet50,Conv2d-18_back_weights,128,64,28x28,512,28x28,"(1, 1)","(1, 1)",1x1,"(1, 8)","(1, 6)","(1, 8)","(1, 8)",0.037037037037037035,0.018518518518518517,0.027777777777777776,0.012345679012345678,0.037037037037037035,0.024691358024691357,0.037037037037037035,0.012345679012345678
18,resnet50,Conv2d-19_back_weights,512,64,28x28,128,28x28,"(1, 1)","(1, 1)",1x1,"(2, 2)","(2, 2)","(3, 2)","(2, 2)",0.018518518518518517,0.018518518518518517,0.018518518518518517,0.012345679012345678,0.027777777777777776,0.024691358024691357,0.018518518518518517,0.012345679012345678
19,resnet50,Conv2d-20_back_weights,128,64,28x28,128,28x28,"(1, 1)","(1, 1)",3x3,"(5, 2)","(5, 2)","(6, 2)","(3, 2)",0.046296296296296294,0.041666666666666664,0.046296296296296294,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.027777777777777776
20,resnet50,Conv2d-21_back_weights,128,64,28x28,512,28x28,"(1, 1)","(1, 1)",1x1,"(1, 8)","(1, 6)","(1, 8)","(1, 8)",0.037037037037037035,0.018518518518518517,0.027777777777777776,0.012345679012345678,0.037037037037037035,0.024691358024691357,0.037037037037037035,0.012345679012345678
21,resnet50,Conv2d-22_back_weights,512,64,28x28,128,28x28,"(1, 1)","(1, 1)",1x1,"(2, 2)","(2, 2)","(3, 2)","(2, 2)",0.018518518518518517,0.018518518518518517,0.018518518518518517,0.012345679012345678,0.027777777777777776,0.024691358024691357,0.018518518518518517,0.012345679012345678
22,resnet50,Conv2d-23_back_weights,128,64,28x28,128,28x28,"(1, 1)","(1, 1)",3x3,"(5, 2)","(5, 2)","(6, 2)","(3, 2)",0.046296296296296294,0.041666666666666664,0.046296296296296294,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.027777777777777776
23,resnet50,Conv2d-24_back_weights,128,64,28x28,512,28x28,"(1, 1)","(1, 1)",1x1,"(1, 8)","(1, 6)","(1, 8)","(1, 8)",0.037037037037037035,0.018518518518518517,0.027777777777777776,0.012345679012345678,0.037037037037037035,0.024691358024691357,0.037037037037037035,0.012345679012345678
24,resnet50,Conv2d-25_back_weights,512,64,28x28,256,28x28,"(1, 1)","(1, 1)",1x1,"(2, 4)","(2, 3)","(3, 4)","(2, 4)",0.037037037037037035,0.037037037037037035,0.027777777777777776,0.024691358024691357,0.05555555555555555,0.04938271604938271,0.037037037037037035,0.024691358024691357
25,resnet50,Conv2d-26_back_weights,256,64,28x28,256,14x14,"(1, 1)","(1, 1)",3x3,"(9, 4)","(9, 3)","(12, 4)","(6, 4)",0.16666666666666666,0.16666666666666666,0.125,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111
26,resnet50,Conv2d-27_back_weights,256,64,14x14,1024,14x14,"(1, 1)","(1, 1)",1x1,"(1, 16)","(1, 11)","(2, 16)","(1, 16)",0.07407407407407407,0.07407407407407407,0.05092592592592592,0.049382716049382706,0.14814814814814814,0.09876543209876543,0.07407407407407407,0.04938271604938271
27,resnet50,Conv2d-28_back_weights,512,64,28x28,1024,14x14,"(1, 1)","(1, 1)",1x1,"(2, 16)","(2, 11)","(3, 16)","(2, 16)",0.14814814814814814,0.14814814814814814,0.10185185185185185,0.09876543209876541,0.2222222222222222,0.19753086419753085,0.14814814814814814,0.09876543209876543
28,resnet50,Conv2d-29_back_weights,1024,64,14x14,256,14x14,"(1, 1)","(1, 1)",1x1,"(4, 4)","(4, 3)","(6, 4)","(3, 4)",0.07407407407407407,0.07407407407407407,0.05555555555555555,0.04938271604938271,0.1111111111111111,0.09876543209876543,0.05555555555555555,0.04938271604938271
29,resnet50,Conv2d-30_back_weights,256,64,14x14,256,14x14,"(1, 1)","(1, 1)",3x3,"(9, 4)","(9, 3)","(12, 4)","(6, 4)",0.16666666666666666,0.16666666666666666,0.125,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111
30,resnet50,Conv2d-31_back_weights,256,64,14x14,1024,14x14,"(1, 1)","(1, 1)",1x1,"(1, 16)","(1, 11)","(2, 16)","(1, 16)",0.07407407407407407,0.07407407407407407,0.05092592592592592,0.049382716049382706,0.14814814814814814,0.09876543209876543,0.07407407407407407,0.04938271604938271
31,resnet50,Conv2d-32_back_weights,1024,64,14x14,256,14x14,"(1, 1)","(1, 1)",1x1,"(4, 4)","(4, 3)","(6, 4)","(3, 4)",0.07407407407407407,0.07407407407407407,0.05555555555555555,0.04938271604938271,0.1111111111111111,0.09876543209876543,0.05555555555555555,0.04938271604938271
32,resnet50,Conv2d-33_back_weights,256,64,14x14,256,14x14,"(1, 1)","(1, 1)",3x3,"(9, 4)","(9, 3)","(12, 4)","(6, 4)",0.16666666666666666,0.16666666666666666,0.125,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111
33,resnet50,Conv2d-34_back_weights,256,64,14x14,1024,14x14,"(1, 1)","(1, 1)",1x1,"(1, 16)","(1, 11)","(2, 16)","(1, 16)",0.07407407407407407,0.07407407407407407,0.05092592592592592,0.049382716049382706,0.14814814814814814,0.09876543209876543,0.07407407407407407,0.04938271604938271
34,resnet50,Conv2d-35_back_weights,1024,64,14x14,256,14x14,"(1, 1)","(1, 1)",1x1,"(4, 4)","(4, 3)","(6, 4)","(3, 4)",0.07407407407407407,0.07407407407407407,0.05555555555555555,0.04938271604938271,0.1111111111111111,0.09876543209876543,0.05555555555555555,0.04938271604938271
35,resnet50,Conv2d-36_back_weights,256,64,14x14,256,14x14,"(1, 1)","(1, 1)",3x3,"(9, 4)","(9, 3)","(12, 4)","(6, 4)",0.16666666666666666,0.16666666666666666,0.125,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111
36,resnet50,Conv2d-37_back_weights,256,64,14x14,1024,14x14,"(1, 1)","(1, 1)",1x1,"(1, 16)","(1, 11)","(2, 16)","(1, 16)",0.07407407407407407,0.07407407407407407,0.05092592592592592,0.049382716049382706,0.14814814814814814,0.09876543209876543,0.07407407407407407,0.04938271604938271
37,resnet50,Conv2d-38_back_weights,1024,64,14x14,256,14x14,"(1, 1)","(1, 1)",1x1,"(4, 4)","(4, 3)","(6, 4)","(3, 4)",0.07407407407407407,0.07407407407407407,0.05555555555555555,0.04938271604938271,0.1111111111111111,0.09876543209876543,0.05555555555555555,0.04938271604938271
38,resnet50,Conv2d-39_back_weights,256,64,14x14,256,14x14,"(1, 1)","(1, 1)",3x3,"(9, 4)","(9, 3)","(12, 4)","(6, 4)",0.16666666666666666,0.16666666666666666,0.125,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111
39,resnet50,Conv2d-40_back_weights,256,64,14x14,1024,14x14,"(1, 1)","(1, 1)",1x1,"(1, 16)","(1, 11)","(2, 16)","(1, 16)",0.07407407407407407,0.07407407407407407,0.05092592592592592,0.049382716049382706,0.14814814814814814,0.09876543209876543,0.07407407407407407,0.04938271604938271
40,resnet50,Conv2d-41_back_weights,1024,64,14x14,256,14x14,"(1, 1)","(1, 1)",1x1,"(4, 4)","(4, 3)","(6, 4)","(3, 4)",0.07407407407407407,0.07407407407407407,0.05555555555555555,0.04938271604938271,0.1111111111111111,0.09876543209876543,0.05555555555555555,0.04938271604938271
41,resnet50,Conv2d-42_back_weights,256,64,14x14,256,14x14,"(1, 1)","(1, 1)",3x3,"(9, 4)","(9, 3)","(12, 4)","(6, 4)",0.16666666666666666,0.16666666666666666,0.125,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111
42,resnet50,Conv2d-43_back_weights,256,64,14x14,1024,14x14,"(1, 1)","(1, 1)",1x1,"(1, 16)","(1, 11)","(2, 16)","(1, 16)",0.07407407407407407,0.07407407407407407,0.05092592592592592,0.049382716049382706,0.14814814814814814,0.09876543209876543,0.07407407407407407,0.04938271604938271
43,resnet50,Conv2d-44_back_weights,1024,64,14x14,512,14x14,"(1, 1)","(1, 1)",1x1,"(4, 8)","(4, 6)","(6, 8)","(3, 8)",0.14814814814814814,0.14814814814814814,0.1111111111111111,0.09876543209876543,0.2222222222222222,0.19753086419753085,0.1111111111111111,0.09876543209876543
44,resnet50,Conv2d-45_back_weights,512,64,14x14,512,7x7,"(1, 1)","(1, 1)",3x3,"(18, 8)","(18, 6)","(24, 8)","(12, 8)",0.6666666666666666,0.6666666666666666,0.5,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.4444444444444444
45,resnet50,Conv2d-46_back_weights,512,64,7x7,2048,7x7,"(1, 1)","(1, 1)",1x1,"(2, 32)","(2, 22)","(3, 32)","(2, 32)",0.2962962962962963,0.2962962962962963,0.2037037037037037,0.19753086419753083,0.4444444444444444,0.3950617283950617,0.2962962962962963,0.19753086419753085
46,resnet50,Conv2d-47_back_weights,1024,64,14x14,2048,7x7,"(1, 1)","(1, 1)",1x1,"(4, 32)","(4, 22)","(6, 32)","(3, 32)",0.5925925925925926,0.5925925925925926,0.4074074074074074,0.39506172839506165,0.8888888888888888,0.7901234567901234,0.4444444444444444,0.3950617283950617
47,resnet50,Conv2d-48_back_weights,2048,64,7x7,512,7x7,"(1, 1)","(1, 1)",1x1,"(8, 8)","(8, 6)","(11, 8)","(6, 8)",0.2962962962962963,0.2962962962962963,0.2222222222222222,0.19753086419753085,0.4074074074074074,0.39506172839506165,0.2222222222222222,0.19753086419753085
48,resnet50,Conv2d-49_back_weights,512,64,7x7,512,7x7,"(1, 1)","(1, 1)",3x3,"(18, 8)","(18, 6)","(24, 8)","(12, 8)",0.6666666666666666,0.6666666666666666,0.5,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.4444444444444444
49,resnet50,Conv2d-50_back_weights,512,64,7x7,2048,7x7,"(1, 1)","(1, 1)",1x1,"(2, 32)","(2, 22)","(3, 32)","(2, 32)",0.2962962962962963,0.2962962962962963,0.2037037037037037,0.19753086419753083,0.4444444444444444,0.3950617283950617,0.2962962962962963,0.19753086419753085
50,resnet50,Conv2d-51_back_weights,2048,64,7x7,512,7x7,"(1, 1)","(1, 1)",1x1,"(8, 8)","(8, 6)","(11, 8)","(6, 8)",0.2962962962962963,0.2962962962962963,0.2222222222222222,0.19753086419753085,0.4074074074074074,0.39506172839506165,0.2222222222222222,0.19753086419753085
51,resnet50,Conv2d-52_back_weights,512,64,7x7,512,7x7,"(1, 1)","(1, 1)",3x3,"(18, 8)","(18, 6)","(24, 8)","(12, 8)",0.6666666666666666,0.6666666666666666,0.5,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.4444444444444444
52,resnet50,Conv2d-53_back_weights,512,64,7x7,2048,7x7,"(1, 1)","(1, 1)",1x1,"(2, 32)","(2, 22)","(3, 32)","(2, 32)",0.2962962962962963,0.2962962962962963,0.2037037037037037,0.19753086419753083,0.4444444444444444,0.3950617283950617,0.2962962962962963,0.19753086419753085
53,resnet50,Conv2d-1_back_weights,3,128,224x224,64,112x112,"(1, 1)","(1, 1)",7x7,"(1, 1)","(1, 1)","(1, 1)","(1, 1)",0.004629629629629629,0.0026584201388888886,0.004629629629629629,0.0017722800925925924,0.004629629629629629,0.003544560185185185,0.004629629629629629,0.0017722800925925924
54,resnet50,Conv2d-2_back_weights,64,128,56x56,64,56x56,"(1, 1)","(1, 1)",1x1,"(1, 1)","(1, 1)","(1, 1)","(1, 1)",0.004629629629629629,0.0011574074074074073,0.004629629629629629,0.0007716049382716049,0.004629629629629629,0.0015432098765432098,0.004629629629629629,0.0007716049382716049
55,resnet50,Conv2d-3_back_weights,64,128,56x56,64,56x56,"(1, 1)","(1, 1)",3x3,"(3, 1)","(3, 1)","(3, 1)","(2, 1)",0.013888888888888888,0.010416666666666666,0.013888888888888888,0.006944444444444444,0.013888888888888888,0.013888888888888888,0.009259259259259259,0.006944444444444444
56,resnet50,Conv2d-4_back_weights,64,128,56x56,256,56x56,"(1, 1)","(1, 1)",1x1,"(1, 4)","(1, 3)","(1, 4)","(1, 4)",0.018518518518518517,0.004629629629629629,0.013888888888888888,0.0030864197530864196,0.018518518518518517,0.006172839506172839,0.018518518518518517,0.0030864197530864196
57,resnet50,Conv2d-5_back_weights,64,128,56x56,256,56x56,"(1, 1)","(1, 1)",1x1,"(1, 4)","(1, 3)","(1, 4)","(1, 4)",0.018518518518518517,0.004629629629629629,0.013888888888888888,0.0030864197530864196,0.018518518518518517,0.006172839506172839,0.018518518518518517,0.0030864197530864196
58,resnet50,Conv2d-6_back_weights,256,128,56x56,64,56x56,"(1, 1)","(1, 1)",1x1,"(1, 1)","(1, 1)","(2, 1)","(1, 1)",0.004629629629629629,0.004629629629629629,0.004629629629629629,0.0030864197530864196,0.009259259259259259,0.006172839506172839,0.004629629629629629,0.0030864197530864196
59,resnet50,Conv2d-7_back_weights,64,128,56x56,64,56x56,"(1, 1)","(1, 1)",3x3,"(3, 1)","(3, 1)","(3, 1)","(2, 1)",0.013888888888888888,0.010416666666666666,0.013888888888888888,0.006944444444444444,0.013888888888888888,0.013888888888888888,0.009259259259259259,0.006944444444444444
60,resnet50,Conv2d-8_back_weights,64,128,56x56,256,56x56,"(1, 1)","(1, 1)",1x1,"(1, 4)","(1, 3)","(1, 4)","(1, 4)",0.018518518518518517,0.004629629629629629,0.013888888888888888,0.0030864197530864196,0.018518518518518517,0.006172839506172839,0.018518518518518517,0.0030864197530864196
61,resnet50,Conv2d-9_back_weights,256,128,56x56,64,56x56,"(1, 1)","(1, 1)",1x1,"(1, 1)","(1, 1)","(2, 1)","(1, 1)",0.004629629629629629,0.004629629629629629,0.004629629629629629,0.0030864197530864196,0.009259259259259259,0.006172839506172839,0.004629629629629629,0.0030864197530864196
62,resnet50,Conv2d-10_back_weights,64,128,56x56,64,56x56,"(1, 1)","(1, 1)",3x3,"(3, 1)","(3, 1)","(3, 1)","(2, 1)",0.013888888888888888,0.010416666666666666,0.013888888888888888,0.006944444444444444,0.013888888888888888,0.013888888888888888,0.009259259259259259,0.006944444444444444
63,resnet50,Conv2d-11_back_weights,64,128,56x56,256,56x56,"(1, 1)","(1, 1)",1x1,"(1, 4)","(1, 3)","(1, 4)","(1, 4)",0.018518518518518517,0.004629629629629629,0.013888888888888888,0.0030864197530864196,0.018518518518518517,0.006172839506172839,0.018518518518518517,0.0030864197530864196
64,resnet50,Conv2d-12_back_weights,256,128,56x56,128,56x56,"(1, 1)","(1, 1)",1x1,"(1, 2)","(1, 2)","(2, 2)","(1, 2)",0.009259259259259259,0.009259259259259259,0.009259259259259259,0.006172839506172839,0.018518518518518517,0.012345679012345678,0.009259259259259259,0.006172839506172839
65,resnet50,Conv2d-13_back_weights,128,128,56x56,128,28x28,"(1, 1)","(1, 1)",3x3,"(5, 2)","(5, 2)","(6, 2)","(3, 2)",0.046296296296296294,0.041666666666666664,0.046296296296296294,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.027777777777777776
66,resnet50,Conv2d-14_back_weights,128,128,28x28,512,28x28,"(1, 1)","(1, 1)",1x1,"(1, 8)","(1, 6)","(1, 8)","(1, 8)",0.037037037037037035,0.018518518518518517,0.027777777777777776,0.012345679012345678,0.037037037037037035,0.024691358024691357,0.037037037037037035,0.012345679012345678
67,resnet50,Conv2d-15_back_weights,256,128,56x56,512,28x28,"(1, 1)","(1, 1)",1x1,"(1, 8)","(1, 6)","(2, 8)","(1, 8)",0.037037037037037035,0.037037037037037035,0.027777777777777776,0.024691358024691357,0.07407407407407407,0.04938271604938271,0.037037037037037035,0.024691358024691357
68,resnet50,Conv2d-16_back_weights,512,128,28x28,128,28x28,"(1, 1)","(1, 1)",1x1,"(2, 2)","(2, 2)","(3, 2)","(2, 2)",0.018518518518518517,0.018518518518518517,0.018518518518518517,0.012345679012345678,0.027777777777777776,0.024691358024691357,0.018518518518518517,0.012345679012345678
69,resnet50,Conv2d-17_back_weights,128,128,28x28,128,28x28,"(1, 1)","(1, 1)",3x3,"(5, 2)","(5, 2)","(6, 2)","(3, 2)",0.046296296296296294,0.041666666666666664,0.046296296296296294,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.027777777777777776
70,resnet50,Conv2d-18_back_weights,128,128,28x28,512,28x28,"(1, 1)","(1, 1)",1x1,"(1, 8)","(1, 6)","(1, 8)","(1, 8)",0.037037037037037035,0.018518518518518517,0.027777777777777776,0.012345679012345678,0.037037037037037035,0.024691358024691357,0.037037037037037035,0.012345679012345678
71,resnet50,Conv2d-19_back_weights,512,128,28x28,128,28x28,"(1, 1)","(1, 1)",1x1,"(2, 2)","(2, 2)","(3, 2)","(2, 2)",0.018518518518518517,0.018518518518518517,0.018518518518518517,0.012345679012345678,0.027777777777777776,0.024691358024691357,0.018518518518518517,0.012345679012345678
72,resnet50,Conv2d-20_back_weights,128,128,28x28,128,28x28,"(1, 1)","(1, 1)",3x3,"(5, 2)","(5, 2)","(6, 2)","(3, 2)",0.046296296296296294,0.041666666666666664,0.046296296296296294,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.027777777777777776
73,resnet50,Conv2d-21_back_weights,128,128,28x28,512,28x28,"(1, 1)","(1, 1)",1x1,"(1, 8)","(1, 6)","(1, 8)","(1, 8)",0.037037037037037035,0.018518518518518517,0.027777777777777776,0.012345679012345678,0.037037037037037035,0.024691358024691357,0.037037037037037035,0.012345679012345678
74,resnet50,Conv2d-22_back_weights,512,128,28x28,128,28x28,"(1, 1)","(1, 1)",1x1,"(2, 2)","(2, 2)","(3, 2)","(2, 2)",0.018518518518518517,0.018518518518518517,0.018518518518518517,0.012345679012345678,0.027777777777777776,0.024691358024691357,0.018518518518518517,0.012345679012345678
75,resnet50,Conv2d-23_back_weights,128,128,28x28,128,28x28,"(1, 1)","(1, 1)",3x3,"(5, 2)","(5, 2)","(6, 2)","(3, 2)",0.046296296296296294,0.041666666666666664,0.046296296296296294,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.027777777777777776
76,resnet50,Conv2d-24_back_weights,128,128,28x28,512,28x28,"(1, 1)","(1, 1)",1x1,"(1, 8)","(1, 6)","(1, 8)","(1, 8)",0.037037037037037035,0.018518518518518517,0.027777777777777776,0.012345679012345678,0.037037037037037035,0.024691358024691357,0.037037037037037035,0.012345679012345678
77,resnet50,Conv2d-25_back_weights,512,128,28x28,256,28x28,"(1, 1)","(1, 1)",1x1,"(2, 4)","(2, 3)","(3, 4)","(2, 4)",0.037037037037037035,0.037037037037037035,0.027777777777777776,0.024691358024691357,0.05555555555555555,0.04938271604938271,0.037037037037037035,0.024691358024691357
78,resnet50,Conv2d-26_back_weights,256,128,28x28,256,14x14,"(1, 1)","(1, 1)",3x3,"(9, 4)","(9, 3)","(12, 4)","(6, 4)",0.16666666666666666,0.16666666666666666,0.125,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111
79,resnet50,Conv2d-27_back_weights,256,128,14x14,1024,14x14,"(1, 1)","(1, 1)",1x1,"(1, 16)","(1, 11)","(2, 16)","(1, 16)",0.07407407407407407,0.07407407407407407,0.05092592592592592,0.049382716049382706,0.14814814814814814,0.09876543209876543,0.07407407407407407,0.04938271604938271
80,resnet50,Conv2d-28_back_weights,512,128,28x28,1024,14x14,"(1, 1)","(1, 1)",1x1,"(2, 16)","(2, 11)","(3, 16)","(2, 16)",0.14814814814814814,0.14814814814814814,0.10185185185185185,0.09876543209876541,0.2222222222222222,0.19753086419753085,0.14814814814814814,0.09876543209876543
81,resnet50,Conv2d-29_back_weights,1024,128,14x14,256,14x14,"(1, 1)","(1, 1)",1x1,"(4, 4)","(4, 3)","(6, 4)","(3, 4)",0.07407407407407407,0.07407407407407407,0.05555555555555555,0.04938271604938271,0.1111111111111111,0.09876543209876543,0.05555555555555555,0.04938271604938271
82,resnet50,Conv2d-30_back_weights,256,128,14x14,256,14x14,"(1, 1)","(1, 1)",3x3,"(9, 4)","(9, 3)","(12, 4)","(6, 4)",0.16666666666666666,0.16666666666666666,0.125,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111
83,resnet50,Conv2d-31_back_weights,256,128,14x14,1024,14x14,"(1, 1)","(1, 1)",1x1,"(1, 16)","(1, 11)","(2, 16)","(1, 16)",0.07407407407407407,0.07407407407407407,0.05092592592592592,0.049382716049382706,0.14814814814814814,0.09876543209876543,0.07407407407407407,0.04938271604938271
84,resnet50,Conv2d-32_back_weights,1024,128,14x14,256,14x14,"(1, 1)","(1, 1)",1x1,"(4, 4)","(4, 3)","(6, 4)","(3, 4)",0.07407407407407407,0.07407407407407407,0.05555555555555555,0.04938271604938271,0.1111111111111111,0.09876543209876543,0.05555555555555555,0.04938271604938271
85,resnet50,Conv2d-33_back_weights,256,128,14x14,256,14x14,"(1, 1)","(1, 1)",3x3,"(9, 4)","(9, 3)","(12, 4)","(6, 4)",0.16666666666666666,0.16666666666666666,0.125,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111
86,resnet50,Conv2d-34_back_weights,256,128,14x14,1024,14x14,"(1, 1)","(1, 1)",1x1,"(1, 16)","(1, 11)","(2, 16)","(1, 16)",0.07407407407407407,0.07407407407407407,0.05092592592592592,0.049382716049382706,0.14814814814814814,0.09876543209876543,0.07407407407407407,0.04938271604938271
87,resnet50,Conv2d-35_back_weights,1024,128,14x14,256,14x14,"(1, 1)","(1, 1)",1x1,"(4, 4)","(4, 3)","(6, 4)","(3, 4)",0.07407407407407407,0.07407407407407407,0.05555555555555555,0.04938271604938271,0.1111111111111111,0.09876543209876543,0.05555555555555555,0.04938271604938271
88,resnet50,Conv2d-36_back_weights,256,128,14x14,256,14x14,"(1, 1)","(1, 1)",3x3,"(9, 4)","(9, 3)","(12, 4)","(6, 4)",0.16666666666666666,0.16666666666666666,0.125,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111
89,resnet50,Conv2d-37_back_weights,256,128,14x14,1024,14x14,"(1, 1)","(1, 1)",1x1,"(1, 16)","(1, 11)","(2, 16)","(1, 16)",0.07407407407407407,0.07407407407407407,0.05092592592592592,0.049382716049382706,0.14814814814814814,0.09876543209876543,0.07407407407407407,0.04938271604938271
90,resnet50,Conv2d-38_back_weights,1024,128,14x14,256,14x14,"(1, 1)","(1, 1)",1x1,"(4, 4)","(4, 3)","(6, 4)","(3, 4)",0.07407407407407407,0.07407407407407407,0.05555555555555555,0.04938271604938271,0.1111111111111111,0.09876543209876543,0.05555555555555555,0.04938271604938271
91,resnet50,Conv2d-39_back_weights,256,128,14x14,256,14x14,"(1, 1)","(1, 1)",3x3,"(9, 4)","(9, 3)","(12, 4)","(6, 4)",0.16666666666666666,0.16666666666666666,0.125,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111
92,resnet50,Conv2d-40_back_weights,256,128,14x14,1024,14x14,"(1, 1)","(1, 1)",1x1,"(1, 16)","(1, 11)","(2, 16)","(1, 16)",0.07407407407407407,0.07407407407407407,0.05092592592592592,0.049382716049382706,0.14814814814814814,0.09876543209876543,0.07407407407407407,0.04938271604938271
93,resnet50,Conv2d-41_back_weights,1024,128,14x14,256,14x14,"(1, 1)","(1, 1)",1x1,"(4, 4)","(4, 3)","(6, 4)","(3, 4)",0.07407407407407407,0.07407407407407407,0.05555555555555555,0.04938271604938271,0.1111111111111111,0.09876543209876543,0.05555555555555555,0.04938271604938271
94,resnet50,Conv2d-42_back_weights,256,128,14x14,256,14x14,"(1, 1)","(1, 1)",3x3,"(9, 4)","(9, 3)","(12, 4)","(6, 4)",0.16666666666666666,0.16666666666666666,0.125,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111
